username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-02-05 14:53;0;1;"Omg it looks so good! You look like a perfect little forest elf.";;;;"960617427041218560";https://twitter.com/zzionaesthetic/status/960617427041218560
;2018-02-05 14:53;9;158;"But did u see my first video with my short hair & the things I've been LOVING & using EVERY SINGLE day from @fentybeauty @clinique @yslbeauty @beautyblender @Redken5thAve & stuff I bought on @etsy - then u better click this linkadink right heeeeeyuuuuur: https://www. youtube.com/watch?v=bd3hDH XG7FE … pic.twitter.com/mHVQziTEji";;@fentybeauty @clinique @yslbeauty @beautyblender @Redken5thAve @etsy;;"960617298963779584";https://twitter.com/kandeejohnson/status/960617298963779584
;2018-02-05 12:55;1;1;"11 things you only know if you're a @beautyblender addict, like never ever use a dry one: http:// bit.ly/2BPerSI @PhoebeParke pic.twitter.com/EEHdThIJI4";;@beautyblender @PhoebeParke;;"960587633255645184";https://twitter.com/TheDebrief/status/960587633255645184
;2018-02-05 12:51;0;0;"Légende Urbaine du Makeup ou Réalité ?? Je vous laisse le découvrir en vidéo ! --> https:// youtu.be/RMxPEgk8Qm0 #BeautyBlender #InsectesBeautyBlender pic.twitter.com/IfCPaoX0QL";;;#BeautyBlender #InsectesBeautyBlender;"960586817732071424";https://twitter.com/onlymakeupstuff/status/960586817732071424
;2018-02-05 12:46;0;9;"My current 5 min, 5 product makeup routine! https:// kaylarose1220.com/5-min-5-step-m akeup/ … @beautyblender @MAKEUPFOREVERUS @BenefitBeauty @Sephora @MACcosmetics @LOrealParisUSA pic.twitter.com/znOzh0ftKI";;@beautyblender @MAKEUPFOREVERUS @BenefitBeauty @Sephora @MACcosmetics @LOrealParisUSA;;"960585362484711424";https://twitter.com/kaylarose1220/status/960585362484711424
;2018-02-07 04:00;0;0;"This trick will change your makeup game forever https:// fb.me/1yn3Qn2PB";;;;"961177759023116288";https://twitter.com/beautycrew/status/961177759023116288
;2018-02-07 03:59;0;2;"RT @maganr0324 : @Snapchat @houseoflashes @BECCA_COSMETICS @BenefitBeauty @Clinique @Doseofcolors @beautyblender @francescas #beautyblog #cosmetics #mua #beautyblogger #beauty #makeup #glamour #naturalbeauty pic.twitter.com/xywsyEXn5d";;@maganr0324 @Snapchat @houseoflashes @BECCA_COSMETICS @BenefitBeauty @Clinique @Doseofcolors @beautyblender @francescas;#beautyblog #cosmetics #mua #beautyblogger #beauty #makeup #glamour #naturalbeauty;"961177590030577664";https://twitter.com/theECOlifestyle/status/961177590030577664
;2018-02-06 11:11;0;1;"Me los apunto";;;;"960923970789953537";https://twitter.com/wastewin7/status/960923970789953537
;2018-02-05 15:24;0;0;"You look soooo beautiful!!!";;;;"960625310877339650";https://twitter.com/BrendaVilla/status/960625310877339650
;2018-02-05 12:46;1;5;"FACTS!!!! @beautyblender https:// twitter.com/antoniobtwo/st atus/959873635287670784 …";;@beautyblender;;"960585325541187584";https://twitter.com/DE7EN_MUA/status/960585325541187584
;2018-02-05 12:16;0;0;"Amamos nuestros @beautyblender son parte fundamental del kit de herramientas. Vienen en 3… https://www. instagram.com/p/Be0x--7FT0O/";;@beautyblender;;"960577766742745089";https://twitter.com/lalocadelmkup/status/960577766742745089
;2018-02-05 11:57;1;3;"Today... #secretproject @beautyblender #humblebrag @Pier59 Studios https://www. instagram.com/p/Be0v7XOApdo/";;@beautyblender @Pier59;#secretproject #humblebrag;"960573101397430273";https://twitter.com/ReaAnn/status/960573101397430273
;2018-02-05 11:52;0;0;"Paquito se comió mi beautyblender";;;;"960571742828810240";https://twitter.com/Fridacdn/status/960571742828810240
;2018-02-05 11:09;0;0;"When your filthy mind questions what new products @ASOS are now selling .... #beautyblender pic.twitter.com/Ot0Atscs2z";;@ASOS;#beautyblender;"960561111434227712";https://twitter.com/nitnat1234/status/960561111434227712
;2018-02-05 10:58;0;1;"When you go to @Sephora and see people buying over $200 worth on makeup based on @JeffreeStar approved and youre there in line with a $20 approved @beautyblender .Hey at least its Jeffree Star approved";;@Sephora @JeffreeStar @beautyblender;;"960558288776650753";https://twitter.com/Iva_Cooney/status/960558288776650753
;2018-02-05 10:56;0;0;"Sie ist an sich recht klebrig, mit einem Beautyblender lässt sie sich aber sehr leicht verteilen und einarbeiten. Meine Haut ist quasi die Sahara. Ich creme sie vorher immer ein und es gab nie Probleme, auch nach etlichen Stunden nicht.";;;;"960557716652556293";https://twitter.com/Nimmernis/status/960557716652556293
;2018-02-05 10:43;0;0;"https:// youtu.be/05swSHSDMss check it out #cutting #beautyblender pic.twitter.com/OxgjBguGUC";;;#cutting #beautyblender;"960554506130948097";https://twitter.com/daniellestube1/status/960554506130948097
;2018-02-05 09:07;0;1;"I'm so tiiiiiired of this whole "I can hold a beautyblender so here's my two cents on something idk shit about" thing. Just blend your eyeshadow and go.";;;;"960530362525872128";https://twitter.com/akaidemic/status/960530362525872128
